Q23_1,Extra,emotstab,Open,consc,Agree,Age,ideo,dideo,educ,race,income,gender,partyid,PartyID,infpp,polcar,businessC,socialC,CivicDuty,Candidate,lovePols,issue,supprty,servePub
I have absolutely no interest in holding elective office at any time in the future.,1,1,1.285714387893677,1.400000095367432,2.200000047683716,,,,,,,,,,,,,,,,,,,
,1.799999952316284,1.5,1.428571462631226,2.400000095367432,3,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,2.400000095367432,.75,2.285714149475098,3,2.599999904632568,,,,,,,,,,,,,,,,,,,
,1.400000095367432,1.75,2,2,.2000000476837158,,,,,,,,,,,,,,,,,,,
I have absolutely no interest in holding elective office at any time in the future.,1.799999952316284,1.5,1.428571462631226,2.599999904632568,2,54,Moderate,Moderate,Some College,White,2,Male,Lean-Democrat,Independent,7,0,0,0,6,0,0,10,0,8
I have absolutely no interest in holding elective office at any time in the future.,2.200000047683716,1,1.571428537368774,1.400000095367432,2.599999904632568,53,Somewhat Liberal,Liberal,Some College,White,2,Female,Independent,Independent,1,1,1,0,7,6,1,1,1,4
,,,,,,,,,,,,,,,,,,,,,,,,
I have absolutely no interest in holding elective office at any time in the future.,.7999999523162842,1.5,1.285714387893677,1.599999904632568,1.799999952316284,41,Liberal,Liberal,Some College,White,4,Female,Democrat,Democrat,7,0,0,5,3,6,2,6,3,4
I have absolutely no interest in holding elective office at any time in the future.,2,1.5,1.571428537368774,2,1.599999904632568,51,Somewhat Conservative,Conservative,Bachelors Degree,White,4,Male,Republican,Republican,8,8,8,8,8,8,8,8,8,8
I have absolutely no interest in holding elective office at any time in the future.,1,1.75,1,1.200000047683716,1,53,Conservative,Conservative,Graduate Degree,White,3,Male,Strong Republican,Republican,6,3,4,4,8,5,6,8,8,7
I am open to the possibility of holding elective office in the future.,1.599999904632568,.5,1.714285612106323,2.599999904632568,2.200000047683716,26,Liberal,Liberal,Graduate Degree,White,2,Female,Strong Democrat,Democrat,9,7,7,7,8,6,6,9,8,9
,2.400000095367432,2.25,2.142857074737549,2.400000095367432,1.599999904632568,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,2,1.25,2,1.799999952316284,2,,,,,,,,,,,,,,,,,,,
I am open to the possibility of holding elective office in the future.,2,2.5,2.142857074737549,2.200000047683716,1.599999904632568,42,Liberal,Liberal,Bachelors Degree,Black,8,Male,Democrat,Democrat,9,9,8,7,10,8,9,9,8,10
,1.400000095367432,1.75,1.571428537368774,2.400000095367432,1.599999904632568,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
I have absolutely no interest in holding elective office at any time in the future.,2.799999952316284,2.25,1.571428537368774,2,1.799999952316284,41,Somewhat Conservative,Conservative,Bachelors Degree,White,3,Female,Republican,Republican,2,0,3,1,6,0,0,1,1,1
,2,3,2.285714149475098,2,2.400000095367432,,,,,,,,,,,,,,,,,,,
I have absolutely no interest in holding elective office at any time in the future.,0,2.25,0,.5999999046325684,0,55,Somewhat Conservative,Conservative,High School,White,2,Male,Republican,Republican,5,5,5,5,5,5,5,5,5,5
,,,,,,,,,,,,,,,,,,,,,,,,
I have absolutely no interest in holding elective office at any time in the future.,2.599999904632568,1.5,1.857142925262451,2.599999904632568,2.599999904632568,46,Very Conservative,Conservative,Bachelors Degree,White,8,Female,Strong Republican,Republican,5,6,5,5,4,5,7,5,5,4
I have absolutely no interest in holding elective office at any time in the future.,2.400000095367432,1.75,1.857142925262451,2.599999904632568,3,,,,,,,,,,,,,,,,,,,
,.4000000953674316,1.75,1.142857074737549,3,1,,,,,,,,,,,,,,,,,,,
I have absolutely no interest in holding elective office at any time in the future.,2,2,1.857142925262451,2.200000047683716,2.599999904632568,38,Conservative,Conservative,High School,White,2,Female,Strong Republican,Republican,5,5,5,5,5,5,5,10,5,5
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,2.200000047683716,1.75,1.714285612106323,2.200000047683716,2.400000095367432,,,,,,,,,,,,,,,,,,,
I have absolutely no interest in holding elective office at any time in the future.,2,2.5,1.142857074737549,3,3,64,Very Conservative,Conservative,Less than High School,Hispanic,2,Female,Strong Republican,Republican,7,4,5,4,8,8,5,9,8,8
,,,,,,,,,,,,,,,,,,,,,,,,
I have absolutely no interest in holding elective office at any time in the future.,.4000000953674316,1.25,.2857143878936768,2.400000095367432,1.200000047683716,45,Moderate,Moderate,High School,White,5,Female,Independent,Independent,8,5,1,1,7,4,10,8,6,8
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
I have absolutely no interest in holding elective office at any time in the future.,.7999999523162842,2,1.285714387893677,3,.4000000953674316,37,Moderate,Moderate,Bachelors Degree,White,3,Female,Democrat,Democrat,0,0,0,0,0,0,0,0,0,0
I have absolutely no interest in holding elective office at any time in the future.,1.400000095367432,2,1.571428537368774,2,2,,,,Some College,,,Female,,,10,6,7,7,7,8,5,7,7,7
,,,,,,,,,,,,,,,,,,,,,,,,
,2.599999904632568,1.75,3,2.599999904632568,3,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
I am open to the possibility of holding elective office in the future.,2.799999952316284,2.75,2,3,2.400000095367432,47,Very Conservative,Conservative,Some College,White,2,Male,Strong Democrat,Democrat,10,0,1,1,7,0,1,5,1,10
,1.400000095367432,1.75,1.571428537368774,2.200000047683716,2.200000047683716,,,,,,,,,,,,,,,,,,,
I have absolutely no interest in holding elective office at any time in the future.,1.400000095367432,1.75,1.428571462631226,2,1.799999952316284,45,Very Liberal,Liberal,Graduate Degree,White,5,Female,Strong Democrat,Democrat,5,0,0,0,6,8,0,6,0,5
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,1.400000095367432,2,1.571428537368774,2.400000095367432,2,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
I have absolutely no interest in holding elective office at any time in the future.,1,2.5,2.285714149475098,2.400000095367432,2.200000047683716,37,Very Liberal,Liberal,Graduate Degree,White,5,Male,Strong Democrat,Democrat,7,0,0,0,5,0,0,7,0,0
I have absolutely no interest in holding elective office at any time in the future.,2.200000047683716,1,2.285714149475098,2.400000095367432,1.799999952316284,37,Moderate,Moderate,Bachelors Degree,White,3,Female,Strong Democrat,Democrat,6,6,6,5,5,5,5,5,6,5
I have absolutely no interest in holding elective office at any time in the future.,2,2.75,1.428571462631226,2,2,43,Somewhat Conservative,Conservative,High School,White,2,Male,Republican,Republican,0,0,0,0,0,0,0,0,0,0
I have absolutely no interest in holding elective office at any time in the future.,1.799999952316284,2.25,2,2.200000047683716,1.799999952316284,,,,,,,,,,,,,,,,,,,
I have absolutely no interest in holding elective office at any time in the future.,2.200000047683716,2.25,2.142857074737549,2.599999904632568,2.799999952316284,53,Very Conservative,Conservative,High School,Hispanic,2,Male,Lean-Democrat,Independent,0,0,5,0,1,0,0,7,0,7
,.7999999523162842,1.25,.7142856121063232,1.599999904632568,1.799999952316284,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
I have absolutely no interest in holding elective office at any time in the future.,.5999999046325684,1.5,1.857142925262451,2.400000095367432,1.599999904632568,46,Very Liberal,Liberal,Some College,Black,3,Female,Independent,Independent,0,0,0,0,0,0,0,0,0,0
,2.200000047683716,1.5,1.142857074737549,1.200000047683716,2.799999952316284,,,,,,,,,,,,,,,,,,,
I have absolutely no interest in holding elective office at any time in the future.,1.400000095367432,1.25,1.285714387893677,2,2,47,Very Liberal,Liberal,High School,Black,1,Female,Strong Democrat,Democrat,1,1,4,6,2,3,2,4,1,5
I have absolutely no interest in holding elective office at any time in the future.,1.799999952316284,2.25,2.142857074737549,2.599999904632568,2.200000047683716,41,Very Conservative,Conservative,Bachelors Degree,White,5,Female,Strong Republican,Republican,9,3,7,4,8,2,0,10,1,6
I have absolutely no interest in holding elective office at any time in the future.,3,1.75,2.571428537368774,3,3,63,Very Conservative,Conservative,High School,White,3,Female,Strong Republican,Republican,5,2,1,1,10,1,10,10,4,6
I have absolutely no interest in holding elective office at any time in the future.,1.400000095367432,1.5,2.142857074737549,2.400000095367432,2.599999904632568,53,Somewhat Conservative,Conservative,Some College,White,2,Female,Republican,Republican,5,5,5,5,5,7,5,7,7,5
I have absolutely no interest in holding elective office at any time in the future.,1.400000095367432,2.25,1.857142925262451,2.400000095367432,2.400000095367432,55,Somewhat Liberal,Liberal,Some College,White,4,Male,Lean-Democrat,Independent,7,5,0,5,5,7,5,7,4,7
I have absolutely no interest in holding elective office at any time in the future.,2.799999952316284,1.25,2.714285850524902,2.799999952316284,3,41,Very Liberal,Liberal,Bachelors Degree,White,5,Male,Strong Democrat,Democrat,8,7,8,8,8,9,8,9,6,8
I have absolutely no interest in holding elective office at any time in the future.,2,2.25,1.428571462631226,2.799999952316284,2.799999952316284,47,Moderate,Moderate,High School,White,1,Male,Independent,Independent,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,
I have absolutely no interest in holding elective office at any time in the future.,2.599999904632568,1.75,2.428571462631226,2.799999952316284,3,49,Moderate,Moderate,Graduate Degree,White,5,Female,Democrat,Democrat,7,0,0,5,5,5,0,5,5,10
I have absolutely no interest in holding elective office at any time in the future.,2,1.25,2.571428537368774,2.599999904632568,2,43,Liberal,Liberal,Some College,White,2,Female,Democrat,Democrat,7,2,0,0,0,3,2,8,4,10
,,,,,,,,,,,,,,,,,,,,,,,,
,2.599999904632568,.75,2.142857074737549,2.400000095367432,3,,,,,,,,,,,,,,,,,,,
I have absolutely no interest in holding elective office at any time in the future.,3,2.25,2.285714149475098,3,3,61,Moderate,Moderate,High School,White,2,Female,Democrat,Democrat,0,0,0,0,0,0,0,0,0,0
I have absolutely no interest in holding elective office at any time in the future.,1.799999952316284,2,.8571429252624512,1.400000095367432,2.400000095367432,52,Moderate,Moderate,Some College,White,1,Male,Strong Republican,Republican,1,1,0,1,1,1,0,1,1,2
,1.599999904632568,1.75,1.857142925262451,2,1.799999952316284,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
I have absolutely no interest in holding elective office at any time in the future.,1.400000095367432,1.5,1.285714387893677,2,1.200000047683716,44,Somewhat Conservative,Conservative,Less than High School,White,1,Male,Lean-Democrat,Independent,5,3,5,5,5,5,5,5,5,3
,1.400000095367432,0,2.285714149475098,1.799999952316284,2.799999952316284,,,,,,,,,,,,,,,,,,,
I have absolutely no interest in holding elective office at any time in the future.,.7999999523162842,1,1.428571462631226,1.200000047683716,2.599999904632568,39,Somewhat Liberal,Liberal,Some College,Multi-Racial,3,Female,Independent,Independent,6,6,6,4,6,5,4,5,5,6
I have absolutely no interest in holding elective office at any time in the future.,.7999999523162842,0,1.285714387893677,2.400000095367432,1.799999952316284,64,Somewhat Conservative,Conservative,High School,White,9,Female,Republican,Republican,7,7,6,5,5,7,6,7,5,7
,2.599999904632568,1.75,2.714285850524902,2.799999952316284,2.400000095367432,,,,,,,,,,,,,,,,,,,
I have absolutely no interest in holding elective office at any time in the future.,1.200000047683716,1,1.714285612106323,2,2,53,Very Conservative,Conservative,Some College,White,1,Male,Strong Republican,Republican,5,2,7,3,6,8,6,6,7,1
I have absolutely no interest in holding elective office at any time in the future.,1.599999904632568,1.5,2.571428537368774,3,2.799999952316284,53,Moderate,Moderate,Bachelors Degree,White,1,Female,Lean-Democrat,Independent,1,0,1,1,1,1,1,5,0,1
I have absolutely no interest in holding elective office at any time in the future.,2,2.25,2.285714149475098,2.599999904632568,2.200000047683716,52,Moderate,Moderate,Some College,Black,3,Male,Democrat,Democrat,4,2,4,2,2,3,3,2,3,2
,2.200000047683716,1.5,1.857142925262451,2.200000047683716,2,,,,,,,,,,,,,,,,,,,
I have absolutely no interest in holding elective office at any time in the future.,.7999999523162842,2.25,1.428571462631226,2.200000047683716,1,53,Somewhat Conservative,Conservative,Graduate Degree,White,10,Male,Lean Republican,Independent,1,0,0,0,3,1,0,5,0,0
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
I have absolutely no interest in holding elective office at any time in the future.,.7999999523162842,1.75,1.857142925262451,2.200000047683716,2.599999904632568,51,Liberal,Liberal,Some College,White,5,Female,Democrat,Democrat,7,0,0,0,8,7,0,10,7,9
I have absolutely no interest in holding elective office at any time in the future.,2.200000047683716,2.25,2.571428537368774,2.200000047683716,2.200000047683716,21,Moderate,Moderate,High School,White,2,Male,Independent,Independent,0,0,0,0,0,0,0,0,0,0
,1,1.5,.8571429252624512,1.200000047683716,1,,,,,,,,,,,,,,,,,,,
I have absolutely no interest in holding elective office at any time in the future.,1.200000047683716,1,1.285714387893677,2,2,52,Moderate,Moderate,Bachelors Degree,White,5,Male,Independent,Independent,0,0,0,0,7,0,0,6,0,0
,,,,,,,,,,,,,,,,,,,,,,,,
I am open to the possibility of holding elective office in the future.,0,2.25,0,.5999999046325684,0,40,Conservative,Conservative,Some College,Hispanic,3,Male,Independent,Independent,9,9,9,10,9,10,10,9,10,10
,1.599999904632568,1.25,1.857142925262451,2,2,,,,,,,,,,,,,,,,,,,
I have absolutely no interest in holding elective office at any time in the future.,1,2.25,2.857142925262451,2,1.200000047683716,36,Liberal,Liberal,Bachelors Degree,White,3,Male,Lean-Democrat,Independent,10,6,6,6,4,7,6,10,7,6
I have absolutely no interest in holding elective office at any time in the future.,2,1.25,2,1.799999952316284,2,23,Somewhat Liberal,Liberal,Some College,White,1,Female,Lean-Democrat,Independent,5,5,5,5,5,5,5,5,5,5
I have absolutely no interest in holding elective office at any time in the future.,2.799999952316284,2,2.142857074737549,3,2.599999904632568,52,Moderate,Moderate,Graduate Degree,Hispanic,10,Male,Republican,Republican,10,0,0,0,0,0,1,10,0,10
I am open to the possibility of holding elective office in the future.,1.599999904632568,2.25,2.714285850524902,2.599999904632568,1.799999952316284,47,Somewhat Liberal,Liberal,Some College,Black,1,Male,Lean-Democrat,Independent,8,1,10,6,7,3,1,8,1,3
I am open to the possibility of holding elective office in the future.,2,1.25,2,1.799999952316284,1.799999952316284,25,Moderate,Moderate,High School,Black,1,Female,Lean-Democrat,Independent,4,5,5,5,5,4,4,4,5,5
I have absolutely no interest in holding elective office at any time in the future.,3,1,2.857142925262451,3,3,62,Moderate,Moderate,Graduate Degree,White,2,Female,Lean Republican,Independent,9,0,0,5,0,0,0,9,0,9
I have absolutely no interest in holding elective office at any time in the future.,2,.5,1.714285612106323,2.400000095367432,3,57,Somewhat Conservative,Conservative,Some College,White,2,Female,Democrat,Democrat,5,1,4,4,5,4,1,5,4,5
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,2.200000047683716,1.5,1.714285612106323,1.799999952316284,2.400000095367432,,,,,,,,,,,,,,,,,,,
I have absolutely no interest in holding elective office at any time in the future.,2,1.75,1.857142925262451,2.799999952316284,2.599999904632568,22,Liberal,Liberal,Some College,Asian,6,Female,Lean-Democrat,Independent,2,2,3,4,4,3,2,1,1,2
I have absolutely no interest in holding elective office at any time in the future.,2.799999952316284,1.75,3,3,3,38,Liberal,Liberal,Bachelors Degree,White,3,Female,Strong Democrat,Democrat,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,
I have absolutely no interest in holding elective office at any time in the future.,1.400000095367432,1.5,1.428571462631226,2.200000047683716,1.400000095367432,43,Somewhat Conservative,Conservative,Bachelors Degree,Hispanic,8,Female,Lean Republican,Independent,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
I have absolutely no interest in holding elective office at any time in the future.,1.400000095367432,1.5,2.142857074737549,2.200000047683716,1.400000095367432,25,Somewhat Conservative,Conservative,Bachelors Degree,Black,2,Female,Republican,Republican,8,0,0,0,0,0,0,7,0,1
